id	title	content	category
392	"Laura Ashley chief stepping down
"	laura ashley parting company chief executive ainum mohd-saaid clothing home furnishing retailer said m mohd-saaid resigned personal reason departure come effect  february follows departure co-chief executive rebecca navarednam  january m mohd-saaid replaced lillian tan presently non-executive director company head malaysian retailer statement issued thursday laura ashley thanked m mohd-saaid service company share   late thursday morning trading london stock exchange  m tan managing director chief executive metrojaya largest retail group malaysia laura ashley issue trading statement week recent month hit report poor sale october year announced closure welsh factory september company said half-year clothing sale expectation recent time renewed focus home furnishing clothing september reported interim month loss risen   sale fallen   laura ashley floated london stock exchange    majority-owned malaysia entrepreneur dr khoo kay peng  share price  long reported dr khoo intends company private denied laura ashley bit shrivelled husk company said retail analyst nick bubb evolution security pretty odd malaysian owner seemingly just shuffling deckchairs laura ashley founded late namesake kent  moving mid wale  main uk factory	business
1867	"Apple attacked over sources row
"	civil liberty group electronic frontier foundation eff joined legal fight online journalist apple apple want reporter reveal  source used story leaked information forthcoming product including mac mini eff representing reporter asked california superior court stop apple pursuing source argues journalist protected american constitution eff say case threatens basic freedom press apple particularly keen source information unreleased product code-named asteroid asked journalist e-mail provider hand communication relevant confronting issue reporter privilege head-on apple going journalist isps e-mail said eff lawyer kurt opsahl undermines fundamental amendment right protects reporter court let apple away expose confidence gained reporter potential confidential source deterred providing information medium public lose vital outlet independent news analysis commentary said case began december  apple asked local californian court journalist reveal source article published website appleinsidercom powerpageorg apple sent requested information nfoxcom internet service provider powerpages publisher jason o-grady looking far corporation preventing information published case examine online journalist privilege protection writing newspaper magazine eff gained powerful ally legal battle apple including professor tom goldstein dean journalism school university california dan gillmor well-known silicon valley journalist apple immediately available comment	tech
1745	"Dogged Federer claims Dubai crown
"	world number roger federer added dubai championship trophy long list success - given test ivan ljubicic seed federer looked course easy victory thumped eighth seed - set ljubicic beat tim henman dug deep secure second set tense tiebreak swiss star federer lose cool turning style win deciding set - match re-run week final world indoor tournament rotterdam federer triumphed ljubicic stretched way really wanted good start time did really play confidence looking rhythm federer said took way - - - serve ran away came good effort ljubicic loss explain poor showing set didnt start badly suddenly felt like racket loose ball flying little bit roger relax second just go quick said game match dont know really weird playing really year suddenly trouble just ball court despite defeat world number  pleased overall performance chance really positive twice week chance roger win match absolutely great boost confidence im belong top-class player	sport
659	"Usher leads Billboard nominations
"	rb singer usher leading race billboard award nomination  category including best male alicia key  nomination award held  december mgm grand la vega multiple nominee include  outkast kanye west r kelly gretchen wilson hoobastank jay-z soul singer stevie wonder receive billboard century award magazine highest honour creative achievement ceremony award hosted american idol presenter ryan seacrest feature performance usher gwen stefani nelly green day usher key battling prize including artist year hot  songwriter year billboard  album year respective album confession diary alicia key  outkast artist year outkasts speakerboxxx/the love finalist billboard  album year alongside josh grobans closer award honour year leading artist song determined performance billboard weekly chart	entertainment
409	"DaimlerChrysler's 2004 sales rise
"	us-german carmaker daimlerchrysler sold  car  previous year solid chrysler sale offset weak showing mercedes sale totalled  million unit worldwide  company said detroit motor switch new model hit luxury marque mercedes-benz sale   million chrysler avoided fate rival ford general motor lost ground japanese firm sale rose   million unit similarly smart brand compact car division sale jumping    future brand - controlled mercedes group daimlerchrysler - remains question smart consistently lost money started trading  new model launch hold said mercedes chief executive eckhard cordes europe smart sale regular mercedes dealership dealer network mr cordes said	business
1387	"Gardener wins double in Glasgow
"	britain jason gardener enjoyed double  success glasgow competitive outing won  relay gold athens olympics gardener cruised home ahead scot nick smith win invitational race norwich union international recovered poor start second race beat swede daniel persson italy luca verdecchia time   second short american maurice greene  world record   hard record break believe ive trained said world indoor champion hope closer mark season important come make sure got maximum point race olympic final lot expectation just needed sharpen race fitness im excited couple month double olympic champion marked appearance home soil winning   gold athens victory success britain edged russia olga fedorova sweden jenny kallur win woman  race  maduaka unable repeat feat  finishing fourth took win russia -year-old missed podium place  relay british quartet came fourth russia setting new world indoor record setback jade johnson suffered recurrence injury long jump russia won meeting final total  point britain second  france point led way russia producing major shock high jump beat olympic champion stefan holm second place end swede -event unbeaten record won triple jump leap  britain tosin oke fourth  won men pole vault competition clearance  britain nick buckfield  adrift personal best won woman  britain jenny meadow russian victory woman  finished clear britain catherine murphy chris lambert settle fourth fading closing stage men  race sweden held leslie djhone france france won men  brett rund fourth britain took victory sweden woman  hurdle ahead russia irina shevchenko britain sarah claxton set new personal best italy grabbed victory men  kicked  metre hold britain james thie france alexis abraham botched changeover  relay cost britain men chance add point france claimed victory	sport
872	"Oscar nominees lack pulling power
"	year clutch oscar nominee popular  year according box office figure nominated best film seen  fewer people movie previous year award based box office popularity concern rating televised ceremony dont titanic lord ring think fair say doe concern bit said academy executive director bruce davis  million people seen year nominee compared  million  million recent year time combined attendance low  amadeus beat killing field passage india place heart soldier story best picture  million saw film year ceremony attracted highest audience year viewer tuned lord ring return king sweep board reaped biggest audience  titanic took home  oscar film taken   worldwide ceremony eventually took   eyeball starring movie screen translates eyeball staring tv screen said paul dergarabedian box office tracker exhibitor relation people like vested theyre watching titanic doe  worldwide box office youve got lot people vested past year seen blockbuster saving private ryan forrest gump ghost compete oscar biggest box office hitter year nominee aviator taken   taking uk reached  far low-budget sideways finding neverland far grossed   year biggest blockbuster actually feature oscar nominee animation category shrek  incredibles took   incredibles took   mel gibson passion christ took   largely ignored academy voter film industry equate award box office success equated academy award money movie take said nikki rocco head distribution universal released nominee ray thats people choice award public industry bestowing award think best film year	entertainment
39	"Umbro profits lifted by Euro 2004
"	uk sportswear firm umbro posted  rise annual profit sale replica england football kit boosted euro  tournament pre-tax profit    umbro recently lost sponsorship deal chelsea celtic said thursday signed new four-year agreement scottish club ranger hope  sale benefit launch new england replica shirt ahead  world cup january umbro announced sponsorship agreement chelsea gave umbro lucrative right make replica shirt end  year earlier expected firm receive payment chelsea  said appraising number additional investment opportunity result compensation chief executive peter mcguigan said firm plan grow sale uk internationally firm reporting annual result listing london stock exchange june said uk market seen sale growth  year said launch evolution x fashion range boosted sale umbro supply  team world including national side ireland sweden norway share umbro   penny morning trade	business
1092	"Blair 'pressing US on climate'
"	tony blair pressing cut greenhouse gas despite unwillingness sign kyoto protocol downing street indicated official confirmed climate change discussed influential senator john mccain recently visited mr blair climate change issue prime minister wanted progress uk presidency  eu  said spokesman played report mr blair considering new us-friendly treaty according time uk leader want end isolation kyoto-lite agreement scale nature threat climate change said discussed idea mr mccain time number  prime minister said believe united state refusal sign kyoto protocol emission undermining country resolve cut carbon dioxide production far refused sign kyoto treaty - aim cut emission - branding politically motivated based science president bush adviser repeatedly denied global warming taking place europe dispute claim signalled want press ahead talk longer term climate change action way involves united state developing country mr blair reported treaty establish international programme develop technology needed renewable energy reduction carbon emission say time apparently little prospect america agreeing cut emission provoke environmental campaigner angry lack progress mr blair left blushing wednesday emerged manifesto target  cut  greenhouse gas level  set missed	politics
1190	"Blair Labour's longest-serving PM
"	tony blair labour party longest-serving prime minister -year-old premier marked  day post overtaking combined length harold wilson term   mr blair win election fulfils promise serve term surpass margaret thatcher  year end   mr blair youngest premier  century came power age  prime minister installed younger age lord liverpool year junior  mr blair political first include labour leader win successive term power  labour landslide birth blair fourth child leo   child born serving prime minister  year downing street dad lord john russell  labour won huge majority  conservative  mr blair criticised party war iraq reform health service education provoked dissent backbencher gordon brown chancellor exchequer mr blair britain longest-serving chancellor modern time  labour leader lord kinnock said chancellor best placed mr blair asked future leadership party told itv wale waterfront programme contest long way away occur prime minister tony blair decides he subscribed want think main contender gordon brown man virtually unmatched capability great experience mr brown mr blair rose prominence lord kinnock led labour	politics
1475	"Arsenal through on penalties
"	arsenal win - penalty spanish goalkeeper saved alan quinn jon harley arsenal sealed quarter-final trip bolton - victory penalty lauren patrick vieira freddie ljungberg ashley cole scored arsenal andy gray phil jagielka target blade michael tonge harley wasted chance underdog paddy kenny inspired arsenal bay arsenal stripped attacking talent thierry henry dennis bergkamp partnered -year-old italian striker arturo lupoli ljungberg revamped arsenal line-up goal second tonge wasted glorious chance gray ran free right flank cross left tonge simplest chance blazed yard arsenal barely seen attacking force opening  minute ljungberg turned half-chance wide good work cesc fabregas arsene wenger introduced quincy owusu-abeyie ineffective lupoli half-time pacy dutch youngster immediate impact ran clear good work mathieu flamini finish tame kenny saved easily owusu-abeyie fired testing cross met fabregas needed desperate clearance kennys leg save blade arsenal totally dominant desperately unlucky lead  minute fabregas crashed rising drive bar  yard took brilliant tackle jagielka deny ljungberg poised strike arsenal continued press kenny called action minute left diving low clutch close-range effort fabregas neil warnocks snatched victory dying second derek gearys cross harley far post diving header brilliantly turned almunia owusu-abeyies pace causing sort problem blade extra-time began surging run penalty area set chance ljungberg pascal cygan missed arsenal best chance  minute blazing face goal unmarked far post arsenal sent jeremie aliadiere seven minute extra-time left broke deadlock touch kolo toures misplaced free-kick landed foot kenny blocked tight angle arsenal laid siege sheffield uniteds goal dying minute held force penalty almunia arsenal hero brave blade cup campaign came losing end kenny geary morgan bromby harley liddell montgomery jagielka thirlwell tonge quinn  gray sub used francis kabba shaw haystead morgan almunia lauren cygan senderos cole fabregas toure  vieira flamini aliadiere  clichy lupoli owusu-abeyie  ljungberg sub used eboue taylor clichy lauren senderos  p dowd staffordshire	sport
1686	"Hong Kong in 2011 World Cup bid
"	hong kong hoping join japan co-host  rugby world cup japan applied host tournament aim taking outside rugby traditional stronghold time hong kong rugby football union hkrfu chairman john molloy called territory host pool quarter-final japanese rugby football union jrfu say receive formal presentation hkrfu stage considering hosting event said jrfu secretary koji tokumasu examine proposal unless definitive form japan face stiff competition form south africa new zealand host event seven year time world cup held country nation tri-nations said tokumasu think irb think time rugby global japan ready host tournament looking forward welcoming world rugby japan tokumasu added  football world cup co-hosted japan south korea huge success having infrastructure place japan commercial clout host sport competition said year japan launched professional rugby league fourth largest number registered player  world england south africa france	sport
165	"Crossrail link 'to get go-ahead'
"	crossrail transport plan backed business group go-ahead month according mail sunday say uk treasury allocated   project talk business group raising rest begin shortly delayed crossrail link provide fast cross-london rail link paper say house common  february second reading follow   march weve said going introduce hybrid crossrail spring remains case department transport said sunday jeremy souza spokesman crossrail said sunday confirm treasury planning invest  parliament said impetus provided proximity election new line far maidenhead berkshire west london link heathrow canary wharf city heathrow city  minute dramatically cutting journey time business traveller reducing overcrowding tube line support mayor london ken livingstone business group government year argument funded mail sunday financial mail said  treasury money earmarked spending  instalment	business
1566	"Anelka apologises for criticism
"	manchester city striker nicolas anelka issued apology criticising ambition club anelka quoted french newspaper saying like play champion league bigger club chairman john wardle said ive spoken nicolas he apologised mistakenly taken french press big club nicolas told agrees big club wardle speaking club annual general meeting confirmed club received bid arsenal real madrid striker club owe french club psg  purchase anelka  linked barcelona liverpool red skipper steven gerrard revealed admirer time loan anfield wardle added there bid nicolas anelka no-one come said like buy nicolas anelka bid come nicolas anelka speak board speak kevin keegan bid bid substance worth taking wed decide owe money nicolas clear wardle did stress club inviting offer england winger shaun wright-phillips added ive intention selling shaun wright-phillips come silly bid ill discus putting shelf sell heart soul club heart sole club upset shop window academy kid he just signed new four-year deal dont think hed unless wanted play manchester city football club city recently announced debt  wardle confirmed try fund bring player january transfer window said like kevin id like player come weve got - bosman try creative generate fund maybe start looking club like everton bolton dealing transfer market similar type thing	sport
454	"Qantas considers offshore option
"	australian airline qantas transfer  job home country seek save cost according newspaper report chief executive geoff dixon quoted australian newspaper saying carrier longer afford remain all-australian union criticised possible - affect cabin maintenance staff - saying qantas profitable  airline staff based australia qantas confirmed looking recruit source product overseas - potentially joint venture - said continue create job australia despite making record australian dollar   profit year qantas argued need make considerable saving remain competitive going lowest cost structure willmean sourcing thing overseas newspaper quoted qantas chief executive geoff dixon saying early year qantas increased number flight attendant based london   qantas follow lead airline moving staff offshore  job shift overseas newspaper reported statement qantas said looking build operation overseas stressed result large scale redundancy home market  staff employed totally committed continuing grow job australia mr dixon said operating global market room complacency simply currently profitable successful union reacted angrily reported disclosure arguing qantas profitable did need action understand qantas struggling airline michael mijatov international division secretary flight attendant association told agence france presse qantas announced record profit year course year greater profit totally unnecessary effort meet challenge posed low cost carrier qantas sought tie-up air new zealand year deal thrown new zealand high court competition ground	business
361	"Cash gives way to flexible friend
"	spending credit debit card overtaken cash spending uk time moment plastic finally toppled cash happened  wednesday according association payment clearing service apacs apacs chose school teacher helen carroll portsmouth make historic transaction switch took place paid grocery supermarket chain tescos cromwell road branch mr carroll born year plastic card appeared uk pay thing debit card occasional purchase credit card said mr carroll teach peel common infant school gosport spending pattern year estimate december led apacs conclude  time plastic finally rule roost shopper uk expected  plastic card  compared  paid cash apacs said plastic card appeared uk june  issued barclaycard handful retailer accepted customer held  year plastic popular way pay added security flexibility offer said apacs spokeswoman jemma smith key driver introduction debit card account two-thirds plastic card transaction used million day	business
914	"Drink remark 'acts as diversion'
"	minister statement okay drunk diverted attention real issue claimed jack law chief executive alcohol focus scotland said jack mcconnells comment ill-advised medium attention helped focus scotland binge drinking problem mr law said scotsman journalist hamish macdonell said believed bigger picture obscured remark mr mcconnell speaking monday  secondary pupil school highland problem binge drinking drink promotion one-sentence comment immediately criticised scottish national party accused encouraging young people drunk scottish executive insisted mr mcconnell speaking adult comment recognition people drunk mr macdonell political editor scotsman said think say right outset stupid ill-advised remark minister come like saying mean drunk pilloried added mr mcconnell feel rightly aggrieved coverage mr macdonell said think problem did say lot thing binge drinking age drinking thing lost furore sentence understand think bigger message obscured mr law voluntary body alcohol focus scotland believed damage scotland fight binge drinking said accepted young people drank did problem drink mr law added think remark ill-advised - remark blown proportion easily misrepresent trying scotland dont want preach young people need acknowledge drink problematically diverts real issue promoting responsibility reducing harm tackling drinking culture culture binge drinking drunkenness said vital young people properly informed risk incurred got drunk mr macdonell said minister know said thing mark bound come bite added mr mcconnell talking highland  teenager word said webcast scottish executive looked politician reporter think instance lot really good thing regretting remark scottish national party holyrood leader nicola sturgeon wrote mr mcconnell tuesday accusing error judgement calling apologise ill-judged comment withdraw immediately furious response minister said comment distorted taken context told m sturgeon disappointing contributed distortion saying staggering encourage young people drunk completely untrue wiser actually said rushed represent position undermine convener education highland council insult intelligence young people spoke - sake simple soundbite	politics
203	"Bush to outline 'toughest' budget
"	president bush send toughest budget proposal date congress seeking large cut domestic spending lower deficit  federal program cut axed altogether  trillion  trillion package aimed curbing giant budget deficit defence spending rise proposal exclude cost continuing military operation iraq vice-president dick cheney said budget tightest far heart administration fifth budget presented congress monday austere package domestic measure discretionary spending rise projected level inflation belt-tightening designed tackle massive budget deficit increase president bush term mr cheney admitted budget toughest bush presidency argued fair responsible meat axe suddenly turning needy people society said war iraq afghanistan increased expenditure national security /  recession wiped budget surplus inherited president bush  turned record deficit shortfall projected rise   education environmental protection transport initiative set scaled step reducing deficit   controversially government seeking cut medicaid budget provides health care nation poorest  reduce farm subsidy  spending defence homeland security set increase originally planned president bush proposal pentagon budget rise   homeland security extra  budget doe include cost running military operation iraq afghanistan administration expected seek extra  congress later year featuring proposal cost funding administration radical proposed overhaul social security provision expects believe require borrowing  trillion year period despite republican holding majority house congress proposal fiercely contested month john mccain republican senator said pleased administration prepared tackle deficit deficit running glad president coming austere budget said democratic senator kent conrad said proposal exposed country huge financial commitment  cost president bush advocate explodes said	business
1069	"Escaped prisoner report ordered
"	minister jack mcconnell ordered report decision allow paranoid schizophrenic knife attacker visit unguarded michael ferguson  escaped allowed high-security carstairs unit snp nicola sturgeon demanded know responsible signing leave scottish executive said minister notified common practice sign approval executive spokesman said health department state hospital work preparing report ministerial responsibility carstairs rest rhona brankin deputy health minister m brankin said minister called review happened need talk state hospital need reflect m sturgeon written mr mcconnell asking clarification allow prisoner said question answered escape public reassured safety police searching ferguson failed return trip east kilbride monday scottish national party parliamentary leader argued law authorisation fergusons leave absence come directly minister said scottish executive indicate yesterday escape mr ferguson matter carstairs understanding mental health legislation decision grant patient - restricted patient - leave absence required direct specific authorisation scottish minister added written minister today asking confirmation fact asked confirm minister routinely decision nature information based attempt apportion blame ensure better understanding decision making process important sensitive case police said ferguson posed danger public bbc scotland political correspondent glenn campbell said minister ordered urgent report situation said understand executive case individual minister signed approval michael ferguson released unescorted carstairs executive concedes scottish minister legal responsibility approving sort leave say routinely specialised official make decision simply inform minister taken stage presumably minister ask hard question ask reassurance patient danger public risk minimised scottish conservative leader david mcletchie said earlier belief allowed happen executive spokeswoman said recommendation leave agreed psychiatric advisor conjunction official behalf minister said minister told notified common practice sign statutory responsibility common practice people work patient best knowledge risk make decision ferguson slashed man doctor surgery coatbridge   annabella holmes  met patient high security complex south lanarkshire described   tall slim blond hair blue eye fair complexion ferguson wearing black jacket grey jean black jumper black shoe seen multiple fading tattoo left hand faded tear tattoo left eye m holmes missing sighting ferguson monday strathclyde police asked spot ferguson contact sergeant keith mcdonald	politics
684	"Alicia Keys to open US Super Bowl
"	rb star alicia key open february super bowl singing song previously performed ray charles vicki carr key sing america beautiful accompanied  student florida school deaf blind charles died year attended school child  key said excited describing charles artist admire miss respect know going touching memorable moment said performance super bowl watched million  february sir paul mccartney provide half-time entertainment slot filled janet jackson year organiser promised repeat nipple-baring incident sparked thousand complaint tv most-watched broadcast national football league spokesman said comfortable acceptable mass audience game watched  million people  cbs-owned tv station fined   country tv regulatory agency  complaint janet jackson wardrobe malfunction sir paul said there bigger asked perform super bowl looking forward rocking million home stadium	entertainment
176	"Optimism remains over UK housing
"	uk property market remains robust despite recent slowdown according mortgage lender bradford bingley housebuilder george wimpey bb said buy-to-let market - bank major player - continue grow faster wider mortgage market comment came reported  rise profit   wimpey reported  rise profit  said recent new home reservation better expected recent housing market survey indicated uk property market cooled recent month year rapid growth week figure council mortgage lender cml indicated popularity buy-to-let mortgage - key phenomenon housing boom - waning bb -  share uk buy-to-let mortgage market - said rate growth moderating sector continues grow rate considerably mortgage market overall bb said housing market fundamental remain strong rate unemployment likely remain historically low level real household income continue grow housing demand likely outstrip supply medium-term despite upbeat tone share bb   morning trade analyst worried future earnings growth wimpeys profit figure came expectation number helped buoyant sale offsetting slight slowdown uk wimpey said uk housing market proved challenging year late summer market general slowed sharply country showed real improvement autumn added seven week year produced promising sign wimpey said visitor level period encouraging reservation stronger end expectation share wimpey   morning trade	business
477	"Egypt and Israel seal trade deal
"	sign thaw relation egypt israel country signed trade protocol allowing egyptian good partnership israeli firm free access american market protocol signed cairo establish called qualified industrial zone egypt product zone enjoy duty free access provided  component product israeli-egyptian cooperation describes important economic agreement egypt israel decade protocol establishing zone stalled year deep sensitivity egypt form co-operation israel long peace process palestinian remains blocked recent week unusual warmth crept relation country exchanged prisoner earlier month egypt handing israeli served year prison convicted spying egyptian president hosni mubarak described israeli prime minister ariel sharon best chance palestinian achieve peace government cairo belief mr sharon moving centre away position right wing group belief pressed europe willing engage seriously search settlement pressing economic reason egypt decision enter trade agreement huge boost egyptian textile export suffer drop new regulation come force beginning year	business
1768	"Dementieva prevails in Hong Kong
"	elena dementieva swept aside defending champion venus williams - - win hong kongs champion challenge event russian ranked sixth world broke williams time set losing service williams saved championship point losing match victoria park tennis court really great start year matter exhibition trying play best really did said dementieva confidence grand slam trying hard win tournament williams  disappointed display played nice point committing unforced error - error game said match organizer auctioned racket belonging player raising  victim tsunami disaster	sport
1757	"Angry Williams rejects criticism
"	serena williams angrily rejected claim sister venus declining force tennis sister ended year grand slam title time  serena denied challenge fading saying thats fair - im tired saying weve practising hard weve injury ive surgery got wimbledon final dont know serena australian open semi-finals venus went fourth round meaning gone grand slam appearance serena added venus severe strain stomach actually injury didnt tear way did torn wouldnt played player alicia molik just played mind venus error probably shouldnt serena said people tended forget impact  murder sister yetunde price family close family serena continued situation weve placed past little year easy come just perform best realize thing important declining dont win tournament prove know im know im best player	sport
714	"Wife Swap makers sue US 'copycat'
"	british producer wife swap taking legal action claim blatant wholescale copycat programme rdf medium make network abc filed damage claim  million  million fox trading spouse abc bought right british aired  hit channel  network claim supported rdfs action respect producing partner right protect intellectual property manner deem appropriate said abc statement spokesman fox said seen detail legal action comment screened june criticised press similarity wife swap abc originally planned programme trading mom changed avoid confusion fox version earlier year nbc network claimed fox boxing great champ hurriedly produced ensure programme screened nbc alleged boxing regulation violated failed attempt pulled fox proved rating flop nbcs contender begin february	entertainment
2189	"Rolling out next generation's net
"	body oversees net work grows evolves say coped growth  year just start sense hardly started reaching population new chair internet engineering task force ietf brian carpenter say ietf ensures smooth running organisation net architecture broadband take-up growing service like voice tv open interesting challenge net think voip voice-over internet protocol allowing phone call net important - challenge old cost model telecom say dr carpenter second challenge deeply business model service provider lot infrastructure voip need little infrastructure distinguished ibm engineer dr carpenter spent  year cern european laboratory particle physic new chair ietf big challenge overseeing  generation standard information transfer routing web cern dr carpenter helped pioneer advanced net application development world wide web well-placed task net growth evolution depend standard protocol ensuring architecture work talk standard crucial job ietf priority ensure standard make net work open free use work net built protocol called tcp/ip mean transmission control protocol internet protocol computer communicate net unique ip address used send receive information ietf large international community network designer operator vendor researcher working evolution net architecture way information sent received make sure knit leaving gap weve seen interesting effect year explains dr carpenter net growing fantastic rate end  bit glitch  seeing clear phase consolidation renewed growth renewed growth buoyed emerging economy like china showing fast uptake broadband net technology number broadband subscriber dsl digital subscriber line doubled year  million according figure released end  challenge face continuing produce standard allow growth rate explained dr carpenter given net designed community reach million want reach population make sure scale  standard replace existing  allow billion address net gradually worked network infrastructure world actual number address  limited billion ip address clearly  billion people serve technical solution new version ip -  larger address space possibility practical limit said dr carpenter standard vital complex net making sure standard open work network big task difference generation standard  make average net user invisible goal  make difference - people notice difference like london telephone number got longer lot process invisible people usually given ip address knowing technically deployment started standard just settled said dr carpenter problem net disappear completely security dr carpenter solution come technological human behaviour people educated sensible behaviour say ignoring e-mail claim won dont think going worse people remain concerned security probably - just concerned walking dark street work make sure better security internet standard never-ending battle sense add security improved worry bit unfortunately just life duty	tech
2088	"Half of UK's mobiles 'go online'
"	multimedia mobile phone finally showing sign taking briton using online figure industry monitor mobile data association mda number phone gprs mm technology doubled year gprs let people browse web access news service mobile music application like mobile chat end  mda predicts  mobile uk able access net gprs mda say figure month  september rapid increase figure time previous year  million people mobile uk figure mean half phone use gprs gprs described  technology -  generation - sitting   technology like fast high-quality broadband internet phone service offered mobile operator people finding reason online mobile downloadable ringtones proving highly popular mobile chat bandaid fastest ever-selling ringtone year according mda chat given publicity prime minister tony blair answered question mobile text chat multimedia messaging service looked brighter  mobile uk able send receive picture message  rise september figure recent report continental research reflects continuing battle mobile company actually persuade people online use mm said  uk camera phone user sent multimedia message mm   mobile company keen people use multimedia function phone like sending mm going online generates money critic say mm confusing mobile difficult use issue interoperability able send mm form mobile using network different	tech
333	"US firm pulls out of Iraq
"	company pulled major contract rebuild iraq transport attack reconstruction effort pentagon official said contrack international arlington virginia head coalition firm working series scheme withdrawal   contract november thought largest cancellation date contrack said original scope work envisioned executed cost-effective manner firm denied report withdrawing completely iraq member joint venture including contrack committed ongoing reconstruction effort actively working iraq continue look new construction opportunity country said statement pentagon project contract office pco baghdad said taken contracks management subcontractor working transportation project firm worker target attack security concern said major reason slow pace reconstruction iraq  reconstruction fund approved congress  spent lt col eric schnaible pco told associated press news agency contracks withdrawal transportation contract mutually agreed-to separation did indicate movement company leave iraq part country lot permissive added work good thing happening	business
123	"Bargain calls widen Softbank loss
"	japanese communication firm softbank widened loss heavy spending new cut-rate phone service service launched december dubbed otoku bargain  order softbank said firm market leader high-speed internet operating loss month december  yen   otoku marketing spend profit - expects black  firm did figure extent profit expected make year born  tech boom investing widely fast-rising star till end tech bubble hit hard recent return high profile came purchase japan telecom country third-biggest fixed-line telecom firm acquisition spurred broadband internet division pole position japanese market  million subscriber end december	business
75	"Palestinian economy in decline
"	despite short-lived increase palestinian job  economy performing potential said world bank report unemployment stood  compared  uprising israeli occupation year ago young people particularly hard hit  work compared  year ago  new job created year brief easing violence closure half year palestinian economy lost  job year growth rate  attributed temporary gap violence report said according report intifada closure palestinian economic crisis assessment close link number closure - border closure internal closure city - palestinian economic problem closure arranged israel restrict movement palestinian people good slowing trade closure key factor today economic crisis west bank said nigel robert world bank country director west bank gaza nearly half palestinian -  - live poverty line particularly vulnerable economic shock report said poverty line average  year international donor go job creation called palestinian authority revive reform programme maintain financial discipline create investment-friendly climate week colin powell secretary state visiting west bank stress support smooth palestinian election january	business
238	"UK homes hit £3.3 trillion total
"	value uk housing stock reached  trillion mark  - triple value  year earlier report indicates research halifax country biggest mortgage lender suggests value private housing stock continuing rise steadily region saw doubling asset past decade northern ireland led way  rise scotland saw smallest increase just  core retail price index rose just  period underlining effective investment housing people past decade uk private housing asset - representing trillion pound value - concentrated london south east halifax figure indicate tim crawford group economist halifax said value private housing stock continues grow family home remains large margin valuable asset majority household uk halifax monthly figure house sale - issued thursday - suggest average price british property stand   rise january housing expert split prospect market saying price growth slow fall predict sharp drop value	business
365	"WMC says Xstrata bid is too low
"	australian mining firm wmc resource said worth  hostile  australian dollar   bid rival xstrata pressure swiss-based xstrata increase takeover offer report investment firm grant samuel wmc defence document value wmc share   xstratas bid  share analyst said defence document provided detail wmc trigger possible rival bid bid going emerge probably likely week said daiwa security analyst mark pervan said valuation increased pressure xstrata look sweetening offer marc gonsalves executive xstrata said review information contained target statement week added review assumption grant samuel extremely sceptical conclusion suggest wmc shareholder extreme care presuming optimistic assumption capable realised month australia competition watchdog said oppose purchase wmc zurich london-based xstrata tuesday wmc chairman tommie bergman said statement director believed shareholder best reject offer said wmc pursue value-creating option provided portfolio world class asset wmc chief executive andrew michelmore claimed xstrata offer aimed creating value xstratas shareholder benefit wmcs shareholder grant samuel said valuation wmc based lower average price nickel copper uranium current market level longer term commodity price improvement improve outlook mr michelmore said  xstrata acquired australia largest copper miner - mim holding wmc resource world third-largest producer concentrated nickel miner copper uranium owns olympic dam south australia contains one-third world known uranium resource world fourth largest copper xstrata global mining giant operation australia south africa spain germany argentina uk core product copper coking coal thermal coal ferrochrome vanadium zinc growing business gold lead silver	business
2192	"Microsoft plans 'safer ID' system
"	microsoft planning make window internet explorer secure including software people control personal information info card help people manage personal detail pc make online service safer said microsoft microsofts previous program passport hailstorm aimed protect user criticised id fraud uk fastest-growing crime criminal netting estimated  year quarter uk adult id stolen hi-tech mean know recent report magazine microsoft developing new version internet explorer browser operating window code-named longhorn michael stephenson director microsofts window server division confirm new info card id built current window xp version longhorn trying make end-user experience simple possible mr stephenson said differ previous attempt make online transaction secure said microsoft passport hailstorm stored user information centrally net latest store data user pc going control digital id hand end-user end-user control said mr stephenson hailstorm criticised privacy campaigner putting sensitive information hand single company passport provides single log-in website store basic personal information popularity suffered security scare  million passport account left vulnerable online theft malicious hacker flaw exploited  online auction site ebay stopped supporting january  flaw fixed microsoft come regular criticism number security loophole internet explorer year released major security update window service pack  combat security concern longhorn released commercially late  updated version internet explorer release later year	tech
2084	"Speech takes on search engines
"	scottish firm looking attract web surfer search engine read result called speegle look feel normal search engine added feature able read result scottish speech technology firm cec system launched site november expert questioned talking search engine real benefit people visual impairment edinburgh-based firm cec married speech technology ever-popular internet search ability search increasingly crucial surfer baffled huge information available web according search engine ask jeeves  surfer visit search engine port net people visiting speegle select voice read result query summarise news story source bbc reuters bit robotic make mistake going completely natural sounding voice bad said speegle founder gordon renton ideal people blurred vision just want search background saying suitable totally blind people royal national institute blind rnib looking technology added julie howell digital policy manager rnib expressed doubt speegle similar site added blind people experience web lot option like springing web think carefully market going said blind people specialised screen reader available job technology sophisticated way added site us technology dubbed panavox take web text convert synthesised speech past speech technology compatible broadband huge file downloads cec say compression technology mean work slower dial-up connection visitor speegle notice look feel site bear passing resemblance better known silent search engine google google connection speegle use bright colour simply make site visible visual impairment said mr renton rip-off doing google doe planning truth saying imitation sincerest form flattery said speegle proving popular learning english country japan china site bombarded people just listening word repetition useful end talking like robot said mr renton	tech
